"","data3.DspProbCodeDescription","data3.PrimaryProbDescription","Freq"
"1606","Cardiac Trauma","Inhalation Injury",0
"1607","Cardiac/Medical Arrest","Inhalation Injury",0
"1608","Chest Trauma","Inhalation Injury",0
"1609","CHF","Inhalation Injury",0
"1610","Confusion/Disorientation","Inhalation Injury",0
"1611","Convalescent/Invalid/Return Home","Inhalation Injury",0
"1612","Diabetic Emergency","Inhalation Injury",0
"1613","Drug Overdose","Inhalation Injury",0
"1614","Exposure","Inhalation Injury",0
"1615","General Illness/Weakness","Inhalation Injury",0
"1616","GI Problems/Pain/Vomiting/Nausea","Inhalation Injury",0
"1617","GU Problem/Pain","Inhalation Injury",0
"1618","Gynecological Emergency","Inhalation Injury",0
"1619","Head/Brain Trauma","Inhalation Injury",0
"1620","Headache","Inhalation Injury",0
"1621","Hemorrhage Minor","Inhalation Injury",0
"1622","Hemorrhage/Hypovolemia Major","Inhalation Injury",0
"1623","Hypotension Non-Traumatic","Inhalation Injury",0
"1624","Inhalation Injury","Inhalation Injury",1
"1625","Ischemic Chest Pain","Inhalation Injury",0
"1626","Lift Assist (Dispatch Only)","Inhalation Injury",0
"1627","Local Allergic Reaction","Inhalation Injury",0
"1628","Musk/Skel Trauma","Inhalation Injury",0
"1629","MVC (Dispatch Only)","Inhalation Injury",0
"1630","Myocardial Infarction(Dx)","Inhalation Injury",0
"1631","Newborn/Neonatal","Inhalation Injury",0
"1632","Obstetrical Emergency","Inhalation Injury",0
"1633","Obstruc./Anatomical/Med/Other","Inhalation Injury",0
"1634","Obstruc./Foreign Body","Inhalation Injury",0
"1635","Organ Donor","Inhalation Injury",0
"1636","Organ Retrieval","Inhalation Injury",0
"1637","Other Cardiac","Inhalation Injury",0
"1638","Other Medical/Trauma","Inhalation Injury",0
"1639","Palpitations","Inhalation Injury",0
"1640","Paralysis/Spinal Trauma","Inhalation Injury",0
"1641","Poisoning/Toxic Exposure","Inhalation Injury",0
"1642","Resp. Arrest","Inhalation Injury",0
"1643","Resp. Disease","Inhalation Injury",0
"1644","Resp. Distress","Inhalation Injury",0
"1645","Seizure/Post Ictal","Inhalation Injury",0
"1646","Sepsis (Prev. Dx)","Inhalation Injury",0
"1647","Stroke/TIA","Inhalation Injury",0
"1648","Syncope","Inhalation Injury",0
"1649","Trauma Unknown (Dispatch Only)","Inhalation Injury",0
"1650","Traumatic Arrest","Inhalation Injury",0
"1651","Treatment - Diagnostic/Return","Inhalation Injury",0
"1652","Unconscious","Inhalation Injury",0
"1653","Unknown (Dispatch Only)","Inhalation Injury",0
"1654","","Ischemic Chest Pain",228
"1655","Abdominal Pain NYD","Ischemic Chest Pain",8
"1656","Abdominal Trauma","Ischemic Chest Pain",0
"1657","Airway Trauma","Ischemic Chest Pain",0
"1658","Alcohol Intoxication","Ischemic Chest Pain",3
"1659","Altered LOC","Ischemic Chest Pain",0
"1660","Anaphylaxis","Ischemic Chest Pain",3
"1661","Back Pain","Ischemic Chest Pain",1
"1662","Behaviour/Psychiatric","Ischemic Chest Pain",1
"1663","Cardiac Trauma","Ischemic Chest Pain",0
"1664","Cardiac/Medical Arrest","Ischemic Chest Pain",3
"1665","Chest Trauma","Ischemic Chest Pain",0
"1666","CHF","Ischemic Chest Pain",0
"1667","Confusion/Disorientation","Ischemic Chest Pain",0
"1668","Convalescent/Invalid/Return Home","Ischemic Chest Pain",0
"1669","Diabetic Emergency","Ischemic Chest Pain",3
"1670","Drug Overdose","Ischemic Chest Pain",2
"1671","Exposure","Ischemic Chest Pain",1
"1672","General Illness/Weakness","Ischemic Chest Pain",4
"1673","GI Problems/Pain/Vomiting/Nausea","Ischemic Chest Pain",3
"1674","GU Problem/Pain","Ischemic Chest Pain",0
"1675","Gynecological Emergency","Ischemic Chest Pain",0
"1676","Head/Brain Trauma","Ischemic Chest Pain",0
"1677","Headache","Ischemic Chest Pain",2
"1678","Hemorrhage Minor","Ischemic Chest Pain",0
"1679","Hemorrhage/Hypovolemia Major","Ischemic Chest Pain",1
"1680","Hypotension Non-Traumatic","Ischemic Chest Pain",0
"1681","Inhalation Injury","Ischemic Chest Pain",0
"1682","Ischemic Chest Pain","Ischemic Chest Pain",1303
"1683","Lift Assist (Dispatch Only)","Ischemic Chest Pain",0
"1684","Local Allergic Reaction","Ischemic Chest Pain",0
"1685","Musk/Skel Trauma","Ischemic Chest Pain",3
"1686","MVC (Dispatch Only)","Ischemic Chest Pain",5
"1687","Myocardial Infarction(Dx)","Ischemic Chest Pain",1
"1688","Newborn/Neonatal","Ischemic Chest Pain",0
"1689","Obstetrical Emergency","Ischemic Chest Pain",2
"1690","Obstruc./Anatomical/Med/Other","Ischemic Chest Pain",1
"1691","Obstruc./Foreign Body","Ischemic Chest Pain",1
"1692","Organ Donor","Ischemic Chest Pain",0
"1693","Organ Retrieval","Ischemic Chest Pain",0
"1694","Other Cardiac","Ischemic Chest Pain",4
"1695","Other Medical/Trauma","Ischemic Chest Pain",13
"1696","Palpitations","Ischemic Chest Pain",2
"1697","Paralysis/Spinal Trauma","Ischemic Chest Pain",0
"1698","Poisoning/Toxic Exposure","Ischemic Chest Pain",0
"1699","Resp. Arrest","Ischemic Chest Pain",0
"1700","Resp. Disease","Ischemic Chest Pain",0
"1701","Resp. Distress","Ischemic Chest Pain",150
"1702","Seizure/Post Ictal","Ischemic Chest Pain",2
"1703","Sepsis (Prev. Dx)","Ischemic Chest Pain",0
"1704","Stroke/TIA","Ischemic Chest Pain",10
"1705","Syncope","Ischemic Chest Pain",3
"1706","Trauma Unknown (Dispatch Only)","Ischemic Chest Pain",0
"1707","Traumatic Arrest","Ischemic Chest Pain",0
"1708","Treatment - Diagnostic/Return","Ischemic Chest Pain",1
"1709","Unconscious","Ischemic Chest Pain",2
"1710","Unknown (Dispatch Only)","Ischemic Chest Pain",8
"1711","","Local Allergic Reaction",4
"1712","Abdominal Pain NYD","Local Allergic Reaction",0
"1713","Abdominal Trauma","Local Allergic Reaction",0
"1714","Airway Trauma","Local Allergic Reaction",0
"1715","Alcohol Intoxication","Local Allergic Reaction",0
"1716","Altered LOC","Local Allergic Reaction",0
"1717","Anaphylaxis","Local Allergic Reaction",4
"1718","Back Pain","Local Allergic Reaction",0
"1719","Behaviour/Psychiatric","Local Allergic Reaction",0
"1720","Cardiac Trauma","Local Allergic Reaction",0
"1721","Cardiac/Medical Arrest","Local Allergic Reaction",0
"1722","Chest Trauma","Local Allergic Reaction",0
"1723","CHF","Local Allergic Reaction",0
"1724","Confusion/Disorientation","Local Allergic Reaction",0
"1725","Convalescent/Invalid/Return Home","Local Allergic Reaction",0
"1726","Diabetic Emergency","Local Allergic Reaction",0
"1727","Drug Overdose","Local Allergic Reaction",0
"1728","Exposure","Local Allergic Reaction",0
"1729","General Illness/Weakness","Local Allergic Reaction",0
"1730","GI Problems/Pain/Vomiting/Nausea","Local Allergic Reaction",0
"1731","GU Problem/Pain","Local Allergic Reaction",0
"1732","Gynecological Emergency","Local Allergic Reaction",0
"1733","Head/Brain Trauma","Local Allergic Reaction",0
"1734","Headache","Local Allergic Reaction",0
"1735","Hemorrhage Minor","Local Allergic Reaction",0
"1736","Hemorrhage/Hypovolemia Major","Local Allergic Reaction",0
"1737","Hypotension Non-Traumatic","Local Allergic Reaction",0
"1738","Inhalation Injury","Local Allergic Reaction",0
"1739","Ischemic Chest Pain","Local Allergic Reaction",1
"1740","Lift Assist (Dispatch Only)","Local Allergic Reaction",0
"1741","Local Allergic Reaction","Local Allergic Reaction",7
"1742","Musk/Skel Trauma","Local Allergic Reaction",0
"1743","MVC (Dispatch Only)","Local Allergic Reaction",0
"1744","Myocardial Infarction(Dx)","Local Allergic Reaction",0
"1745","Newborn/Neonatal","Local Allergic Reaction",0
"1746","Obstetrical Emergency","Local Allergic Reaction",0
"1747","Obstruc./Anatomical/Med/Other","Local Allergic Reaction",0
"1748","Obstruc./Foreign Body","Local Allergic Reaction",0
"1749","Organ Donor","Local Allergic Reaction",0
"1750","Organ Retrieval","Local Allergic Reaction",0
"1751","Other Cardiac","Local Allergic Reaction",0
"1752","Other Medical/Trauma","Local Allergic Reaction",1
"1753","Palpitations","Local Allergic Reaction",0
"1754","Paralysis/Spinal Trauma","Local Allergic Reaction",0
"1755","Poisoning/Toxic Exposure","Local Allergic Reaction",0
"1756","Resp. Arrest","Local Allergic Reaction",0
"1757","Resp. Disease","Local Allergic Reaction",0
"1758","Resp. Distress","Local Allergic Reaction",1
"1759","Seizure/Post Ictal","Local Allergic Reaction",0
"1760","Sepsis (Prev. Dx)","Local Allergic Reaction",0
"1761","Stroke/TIA","Local Allergic Reaction",0
"1762","Syncope","Local Allergic Reaction",1
"1763","Trauma Unknown (Dispatch Only)","Local Allergic Reaction",0
"1764","Traumatic Arrest","Local Allergic Reaction",0
"1765","Treatment - Diagnostic/Return","Local Allergic Reaction",0
"1766","Unconscious","Local Allergic Reaction",0
"1767","Unknown (Dispatch Only)","Local Allergic Reaction",0
"1768","","Musk/Skel Trauma",26
"1769","Abdominal Pain NYD","Musk/Skel Trauma",2
"1770","Abdominal Trauma","Musk/Skel Trauma",0
"1771","Airway Trauma","Musk/Skel Trauma",0
"1772","Alcohol Intoxication","Musk/Skel Trauma",0
"1773","Altered LOC","Musk/Skel Trauma",0
"1774","Anaphylaxis","Musk/Skel Trauma",0
"1775","Back Pain","Musk/Skel Trauma",0
"1776","Behaviour/Psychiatric","Musk/Skel Trauma",1
"1777","Cardiac Trauma","Musk/Skel Trauma",0
"1778","Cardiac/Medical Arrest","Musk/Skel Trauma",0
"1779","Chest Trauma","Musk/Skel Trauma",0
"1780","CHF","Musk/Skel Trauma",0
"1781","Confusion/Disorientation","Musk/Skel Trauma",1
"1782","Convalescent/Invalid/Return Home","Musk/Skel Trauma",0
"1783","Diabetic Emergency","Musk/Skel Trauma",0
"1784","Drug Overdose","Musk/Skel Trauma",0
"1785","Exposure","Musk/Skel Trauma",0
"1786","General Illness/Weakness","Musk/Skel Trauma",1
"1787","GI Problems/Pain/Vomiting/Nausea","Musk/Skel Trauma",0
"1788","GU Problem/Pain","Musk/Skel Trauma",0
"1789","Gynecological Emergency","Musk/Skel Trauma",0
"1790","Head/Brain Trauma","Musk/Skel Trauma",2
"1791","Headache","Musk/Skel Trauma",0
"1792","Hemorrhage Minor","Musk/Skel Trauma",1
"1793","Hemorrhage/Hypovolemia Major","Musk/Skel Trauma",1
"1794","Hypotension Non-Traumatic","Musk/Skel Trauma",0
"1795","Inhalation Injury","Musk/Skel Trauma",0
"1796","Ischemic Chest Pain","Musk/Skel Trauma",11
"1797","Lift Assist (Dispatch Only)","Musk/Skel Trauma",0
"1798","Local Allergic Reaction","Musk/Skel Trauma",0
"1799","Musk/Skel Trauma","Musk/Skel Trauma",144
"1800","MVC (Dispatch Only)","Musk/Skel Trauma",32
"1801","Myocardial Infarction(Dx)","Musk/Skel Trauma",0
"1802","Newborn/Neonatal","Musk/Skel Trauma",0
"1803","Obstetrical Emergency","Musk/Skel Trauma",0
"1804","Obstruc./Anatomical/Med/Other","Musk/Skel Trauma",0
"1805","Obstruc./Foreign Body","Musk/Skel Trauma",0
"1806","Organ Donor","Musk/Skel Trauma",0
"1807","Organ Retrieval","Musk/Skel Trauma",0
"1808","Other Cardiac","Musk/Skel Trauma",2
"1809","Other Medical/Trauma","Musk/Skel Trauma",9
"1810","Palpitations","Musk/Skel Trauma",0
"1811","Paralysis/Spinal Trauma","Musk/Skel Trauma",0
"1812","Poisoning/Toxic Exposure","Musk/Skel Trauma",0
"1813","Resp. Arrest","Musk/Skel Trauma",0
"1814","Resp. Disease","Musk/Skel Trauma",0
"1815","Resp. Distress","Musk/Skel Trauma",4
"1816","Seizure/Post Ictal","Musk/Skel Trauma",1
"1817","Sepsis (Prev. Dx)","Musk/Skel Trauma",0
"1818","Stroke/TIA","Musk/Skel Trauma",0
"1819","Syncope","Musk/Skel Trauma",0
"1820","Trauma Unknown (Dispatch Only)","Musk/Skel Trauma",17
"1821","Traumatic Arrest","Musk/Skel Trauma",0
"1822","Treatment - Diagnostic/Return","Musk/Skel Trauma",0
"1823","Unconscious","Musk/Skel Trauma",1
"1824","Unknown (Dispatch Only)","Musk/Skel Trauma",1
"1825","","Myocardial Infarction(Dx)",3
"1826","Abdominal Pain NYD","Myocardial Infarction(Dx)",0
"1827","Abdominal Trauma","Myocardial Infarction(Dx)",0
"1828","Airway Trauma","Myocardial Infarction(Dx)",0
"1829","Alcohol Intoxication","Myocardial Infarction(Dx)",0
"1830","Altered LOC","Myocardial Infarction(Dx)",0
"1831","Anaphylaxis","Myocardial Infarction(Dx)",0
"1832","Back Pain","Myocardial Infarction(Dx)",0
"1833","Behaviour/Psychiatric","Myocardial Infarction(Dx)",0
"1834","Cardiac Trauma","Myocardial Infarction(Dx)",0
"1835","Cardiac/Medical Arrest","Myocardial Infarction(Dx)",0
"1836","Chest Trauma","Myocardial Infarction(Dx)",0
"1837","CHF","Myocardial Infarction(Dx)",0
"1838","Confusion/Disorientation","Myocardial Infarction(Dx)",0
"1839","Convalescent/Invalid/Return Home","Myocardial Infarction(Dx)",0
"1840","Diabetic Emergency","Myocardial Infarction(Dx)",0
"1841","Drug Overdose","Myocardial Infarction(Dx)",0
"1842","Exposure","Myocardial Infarction(Dx)",0
"1843","General Illness/Weakness","Myocardial Infarction(Dx)",0
"1844","GI Problems/Pain/Vomiting/Nausea","Myocardial Infarction(Dx)",0
"1845","GU Problem/Pain","Myocardial Infarction(Dx)",0
"1846","Gynecological Emergency","Myocardial Infarction(Dx)",0
"1847","Head/Brain Trauma","Myocardial Infarction(Dx)",0
"1848","Headache","Myocardial Infarction(Dx)",0
"1849","Hemorrhage Minor","Myocardial Infarction(Dx)",0
"1850","Hemorrhage/Hypovolemia Major","Myocardial Infarction(Dx)",0
"1851","Hypotension Non-Traumatic","Myocardial Infarction(Dx)",0
"1852","Inhalation Injury","Myocardial Infarction(Dx)",0
"1853","Ischemic Chest Pain","Myocardial Infarction(Dx)",6
"1854","Lift Assist (Dispatch Only)","Myocardial Infarction(Dx)",0
"1855","Local Allergic Reaction","Myocardial Infarction(Dx)",0
"1856","Musk/Skel Trauma","Myocardial Infarction(Dx)",0
"1857","MVC (Dispatch Only)","Myocardial Infarction(Dx)",0
"1858","Myocardial Infarction(Dx)","Myocardial Infarction(Dx)",4
"1859","Newborn/Neonatal","Myocardial Infarction(Dx)",0
"1860","Obstetrical Emergency","Myocardial Infarction(Dx)",0
"1861","Obstruc./Anatomical/Med/Other","Myocardial Infarction(Dx)",0
"1862","Obstruc./Foreign Body","Myocardial Infarction(Dx)",0
"1863","Organ Donor","Myocardial Infarction(Dx)",0
"1864","Organ Retrieval","Myocardial Infarction(Dx)",0
"1865","Other Cardiac","Myocardial Infarction(Dx)",0
"1866","Other Medical/Trauma","Myocardial Infarction(Dx)",0
"1867","Palpitations","Myocardial Infarction(Dx)",0
"1868","Paralysis/Spinal Trauma","Myocardial Infarction(Dx)",0
"1869","Poisoning/Toxic Exposure","Myocardial Infarction(Dx)",0
"1870","Resp. Arrest","Myocardial Infarction(Dx)",0
"1871","Resp. Disease","Myocardial Infarction(Dx)",0
"1872","Resp. Distress","Myocardial Infarction(Dx)",3
"1873","Seizure/Post Ictal","Myocardial Infarction(Dx)",0
"1874","Sepsis (Prev. Dx)","Myocardial Infarction(Dx)",0
"1875","Stroke/TIA","Myocardial Infarction(Dx)",1
"1876","Syncope","Myocardial Infarction(Dx)",0
"1877","Trauma Unknown (Dispatch Only)","Myocardial Infarction(Dx)",0
"1878","Traumatic Arrest","Myocardial Infarction(Dx)",0
"1879","Treatment - Diagnostic/Return","Myocardial Infarction(Dx)",0
"1880","Unconscious","Myocardial Infarction(Dx)",0
"1881","Unknown (Dispatch Only)","Myocardial Infarction(Dx)",0
"1882","","Near Drowning",0
"1883","Abdominal Pain NYD","Near Drowning",0
"1884","Abdominal Trauma","Near Drowning",0
"1885","Airway Trauma","Near Drowning",0
"1886","Alcohol Intoxication","Near Drowning",0
"1887","Altered LOC","Near Drowning",0
"1888","Anaphylaxis","Near Drowning",0
"1889","Back Pain","Near Drowning",0
"1890","Behaviour/Psychiatric","Near Drowning",0
"1891","Cardiac Trauma","Near Drowning",0
"1892","Cardiac/Medical Arrest","Near Drowning",1
"1893","Chest Trauma","Near Drowning",0
"1894","CHF","Near Drowning",0
"1895","Confusion/Disorientation","Near Drowning",0
"1896","Convalescent/Invalid/Return Home","Near Drowning",0
"1897","Diabetic Emergency","Near Drowning",0
"1898","Drug Overdose","Near Drowning",0
"1899","Exposure","Near Drowning",0
"1900","General Illness/Weakness","Near Drowning",0
"1901","GI Problems/Pain/Vomiting/Nausea","Near Drowning",0
"1902","GU Problem/Pain","Near Drowning",0
"1903","Gynecological Emergency","Near Drowning",0
"1904","Head/Brain Trauma","Near Drowning",0
"1905","Headache","Near Drowning",0
"1906","Hemorrhage Minor","Near Drowning",0
"1907","Hemorrhage/Hypovolemia Major","Near Drowning",0
"1908","Hypotension Non-Traumatic","Near Drowning",0
"1909","Inhalation Injury","Near Drowning",0
"1910","Ischemic Chest Pain","Near Drowning",0
"1911","Lift Assist (Dispatch Only)","Near Drowning",0
"1912","Local Allergic Reaction","Near Drowning",0
"1913","Musk/Skel Trauma","Near Drowning",0
"1914","MVC (Dispatch Only)","Near Drowning",0
"1915","Myocardial Infarction(Dx)","Near Drowning",0
"1916","Newborn/Neonatal","Near Drowning",0
"1917","Obstetrical Emergency","Near Drowning",0
"1918","Obstruc./Anatomical/Med/Other","Near Drowning",0
"1919","Obstruc./Foreign Body","Near Drowning",0
"1920","Organ Donor","Near Drowning",0
"1921","Organ Retrieval","Near Drowning",0
"1922","Other Cardiac","Near Drowning",0
"1923","Other Medical/Trauma","Near Drowning",0
"1924","Palpitations","Near Drowning",0
"1925","Paralysis/Spinal Trauma","Near Drowning",0
"1926","Poisoning/Toxic Exposure","Near Drowning",0
"1927","Resp. Arrest","Near Drowning",0
"1928","Resp. Disease","Near Drowning",0
"1929","Resp. Distress","Near Drowning",0
"1930","Seizure/Post Ictal","Near Drowning",0
"1931","Sepsis (Prev. Dx)","Near Drowning",0
"1932","Stroke/TIA","Near Drowning",0
"1933","Syncope","Near Drowning",0
"1934","Trauma Unknown (Dispatch Only)","Near Drowning",0
"1935","Traumatic Arrest","Near Drowning",0
"1936","Treatment - Diagnostic/Return","Near Drowning",0
"1937","Unconscious","Near Drowning",0
"1938","Unknown (Dispatch Only)","Near Drowning",0
"1939","","Newborn/Neonatal",0
"1940","Abdominal Pain NYD","Newborn/Neonatal",0
"1941","Abdominal Trauma","Newborn/Neonatal",0
"1942","Airway Trauma","Newborn/Neonatal",0
"1943","Alcohol Intoxication","Newborn/Neonatal",0
"1944","Altered LOC","Newborn/Neonatal",0
"1945","Anaphylaxis","Newborn/Neonatal",0
"1946","Back Pain","Newborn/Neonatal",0
"1947","Behaviour/Psychiatric","Newborn/Neonatal",0
"1948","Cardiac Trauma","Newborn/Neonatal",0
"1949","Cardiac/Medical Arrest","Newborn/Neonatal",0
"1950","Chest Trauma","Newborn/Neonatal",0
"1951","CHF","Newborn/Neonatal",0
"1952","Confusion/Disorientation","Newborn/Neonatal",0
"1953","Convalescent/Invalid/Return Home","Newborn/Neonatal",0
"1954","Diabetic Emergency","Newborn/Neonatal",0
"1955","Drug Overdose","Newborn/Neonatal",0
"1956","Exposure","Newborn/Neonatal",0
"1957","General Illness/Weakness","Newborn/Neonatal",0
"1958","GI Problems/Pain/Vomiting/Nausea","Newborn/Neonatal",0
"1959","GU Problem/Pain","Newborn/Neonatal",0
"1960","Gynecological Emergency","Newborn/Neonatal",0
"1961","Head/Brain Trauma","Newborn/Neonatal",0
"1962","Headache","Newborn/Neonatal",0
"1963","Hemorrhage Minor","Newborn/Neonatal",0
"1964","Hemorrhage/Hypovolemia Major","Newborn/Neonatal",0
"1965","Hypotension Non-Traumatic","Newborn/Neonatal",0
"1966","Inhalation Injury","Newborn/Neonatal",0
"1967","Ischemic Chest Pain","Newborn/Neonatal",0
"1968","Lift Assist (Dispatch Only)","Newborn/Neonatal",0
"1969","Local Allergic Reaction","Newborn/Neonatal",0
"1970","Musk/Skel Trauma","Newborn/Neonatal",0
"1971","MVC (Dispatch Only)","Newborn/Neonatal",0
"1972","Myocardial Infarction(Dx)","Newborn/Neonatal",0
"1973","Newborn/Neonatal","Newborn/Neonatal",1
"1974","Obstetrical Emergency","Newborn/Neonatal",1
"1975","Obstruc./Anatomical/Med/Other","Newborn/Neonatal",0
"1976","Obstruc./Foreign Body","Newborn/Neonatal",0
"1977","Organ Donor","Newborn/Neonatal",0
"1978","Organ Retrieval","Newborn/Neonatal",0
"1979","Other Cardiac","Newborn/Neonatal",0
"1980","Other Medical/Trauma","Newborn/Neonatal",0
"1981","Palpitations","Newborn/Neonatal",0
"1982","Paralysis/Spinal Trauma","Newborn/Neonatal",0
"1983","Poisoning/Toxic Exposure","Newborn/Neonatal",0
"1984","Resp. Arrest","Newborn/Neonatal",0
"1985","Resp. Disease","Newborn/Neonatal",0
"1986","Resp. Distress","Newborn/Neonatal",0
"1987","Seizure/Post Ictal","Newborn/Neonatal",0
"1988","Sepsis (Prev. Dx)","Newborn/Neonatal",0
"1989","Stroke/TIA","Newborn/Neonatal",0
"1990","Syncope","Newborn/Neonatal",0
"1991","Trauma Unknown (Dispatch Only)","Newborn/Neonatal",0
"1992","Traumatic Arrest","Newborn/Neonatal",0
"1993","Treatment - Diagnostic/Return","Newborn/Neonatal",0
"1994","Unconscious","Newborn/Neonatal",0
"1995","Unknown (Dispatch Only)","Newborn/Neonatal",0
"1996","","Obstetrical Emergency",12
"1997","Abdominal Pain NYD","Obstetrical Emergency",2
"1998","Abdominal Trauma","Obstetrical Emergency",0
"1999","Airway Trauma","Obstetrical Emergency",0
"2000","Alcohol Intoxication","Obstetrical Emergency",0
"2001","Altered LOC","Obstetrical Emergency",0
"2002","Anaphylaxis","Obstetrical Emergency",0
"2003","Back Pain","Obstetrical Emergency",0
"2004","Behaviour/Psychiatric","Obstetrical Emergency",0
"2005","Cardiac Trauma","Obstetrical Emergency",0
"2006","Cardiac/Medical Arrest","Obstetrical Emergency",0
"2007","Chest Trauma","Obstetrical Emergency",0
"2008","CHF","Obstetrical Emergency",0
"2009","Confusion/Disorientation","Obstetrical Emergency",0
"2010","Convalescent/Invalid/Return Home","Obstetrical Emergency",0
"2011","Diabetic Emergency","Obstetrical Emergency",0
"2012","Drug Overdose","Obstetrical Emergency",0
"2013","Exposure","Obstetrical Emergency",0
"2014","General Illness/Weakness","Obstetrical Emergency",0
"2015","GI Problems/Pain/Vomiting/Nausea","Obstetrical Emergency",0
"2016","GU Problem/Pain","Obstetrical Emergency",0
"2017","Gynecological Emergency","Obstetrical Emergency",0
"2018","Head/Brain Trauma","Obstetrical Emergency",0
"2019","Headache","Obstetrical Emergency",0
"2020","Hemorrhage Minor","Obstetrical Emergency",0
"2021","Hemorrhage/Hypovolemia Major","Obstetrical Emergency",0
"2022","Hypotension Non-Traumatic","Obstetrical Emergency",0
"2023","Inhalation Injury","Obstetrical Emergency",0
"2024","Ischemic Chest Pain","Obstetrical Emergency",0
"2025","Lift Assist (Dispatch Only)","Obstetrical Emergency",0
"2026","Local Allergic Reaction","Obstetrical Emergency",0
"2027","Musk/Skel Trauma","Obstetrical Emergency",0
"2028","MVC (Dispatch Only)","Obstetrical Emergency",0
"2029","Myocardial Infarction(Dx)","Obstetrical Emergency",0
"2030","Newborn/Neonatal","Obstetrical Emergency",0
"2031","Obstetrical Emergency","Obstetrical Emergency",30
"2032","Obstruc./Anatomical/Med/Other","Obstetrical Emergency",0
"2033","Obstruc./Foreign Body","Obstetrical Emergency",0
"2034","Organ Donor","Obstetrical Emergency",0
"2035","Organ Retrieval","Obstetrical Emergency",0
"2036","Other Cardiac","Obstetrical Emergency",0
"2037","Other Medical/Trauma","Obstetrical Emergency",0
"2038","Palpitations","Obstetrical Emergency",0
"2039","Paralysis/Spinal Trauma","Obstetrical Emergency",0
"2040","Poisoning/Toxic Exposure","Obstetrical Emergency",0
"2041","Resp. Arrest","Obstetrical Emergency",0
"2042","Resp. Disease","Obstetrical Emergency",0
"2043","Resp. Distress","Obstetrical Emergency",1
"2044","Seizure/Post Ictal","Obstetrical Emergency",0
"2045","Sepsis (Prev. Dx)","Obstetrical Emergency",0
"2046","Stroke/TIA","Obstetrical Emergency",0
"2047","Syncope","Obstetrical Emergency",0
"2048","Trauma Unknown (Dispatch Only)","Obstetrical Emergency",0
"2049","Traumatic Arrest","Obstetrical Emergency",0
"2050","Treatment - Diagnostic/Return","Obstetrical Emergency",0
"2051","Unconscious","Obstetrical Emergency",0
"2052","Unknown (Dispatch Only)","Obstetrical Emergency",0
"2053","","Obstruc./Anatomical/Med/Other",0
"2054","Abdominal Pain NYD","Obstruc./Anatomical/Med/Other",0
"2055","Abdominal Trauma","Obstruc./Anatomical/Med/Other",0
"2056","Airway Trauma","Obstruc./Anatomical/Med/Other",0
"2057","Alcohol Intoxication","Obstruc./Anatomical/Med/Other",0
"2058","Altered LOC","Obstruc./Anatomical/Med/Other",0
"2059","Anaphylaxis","Obstruc./Anatomical/Med/Other",0
"2060","Back Pain","Obstruc./Anatomical/Med/Other",0
"2061","Behaviour/Psychiatric","Obstruc./Anatomical/Med/Other",0
"2062","Cardiac Trauma","Obstruc./Anatomical/Med/Other",0
"2063","Cardiac/Medical Arrest","Obstruc./Anatomical/Med/Other",0
"2064","Chest Trauma","Obstruc./Anatomical/Med/Other",0
"2065","CHF","Obstruc./Anatomical/Med/Other",0
"2066","Confusion/Disorientation","Obstruc./Anatomical/Med/Other",0
"2067","Convalescent/Invalid/Return Home","Obstruc./Anatomical/Med/Other",0
"2068","Diabetic Emergency","Obstruc./Anatomical/Med/Other",0
"2069","Drug Overdose","Obstruc./Anatomical/Med/Other",0
"2070","Exposure","Obstruc./Anatomical/Med/Other",0
"2071","General Illness/Weakness","Obstruc./Anatomical/Med/Other",0
"2072","GI Problems/Pain/Vomiting/Nausea","Obstruc./Anatomical/Med/Other",0
"2073","GU Problem/Pain","Obstruc./Anatomical/Med/Other",0
"2074","Gynecological Emergency","Obstruc./Anatomical/Med/Other",0
"2075","Head/Brain Trauma","Obstruc./Anatomical/Med/Other",0
"2076","Headache","Obstruc./Anatomical/Med/Other",0
"2077","Hemorrhage Minor","Obstruc./Anatomical/Med/Other",0
"2078","Hemorrhage/Hypovolemia Major","Obstruc./Anatomical/Med/Other",0
"2079","Hypotension Non-Traumatic","Obstruc./Anatomical/Med/Other",0
"2080","Inhalation Injury","Obstruc./Anatomical/Med/Other",0
"2081","Ischemic Chest Pain","Obstruc./Anatomical/Med/Other",1
"2082","Lift Assist (Dispatch Only)","Obstruc./Anatomical/Med/Other",0
"2083","Local Allergic Reaction","Obstruc./Anatomical/Med/Other",0
"2084","Musk/Skel Trauma","Obstruc./Anatomical/Med/Other",0
"2085","MVC (Dispatch Only)","Obstruc./Anatomical/Med/Other",0
"2086","Myocardial Infarction(Dx)","Obstruc./Anatomical/Med/Other",0
"2087","Newborn/Neonatal","Obstruc./Anatomical/Med/Other",0
"2088","Obstetrical Emergency","Obstruc./Anatomical/Med/Other",0
"2089","Obstruc./Anatomical/Med/Other","Obstruc./Anatomical/Med/Other",1
"2090","Obstruc./Foreign Body","Obstruc./Anatomical/Med/Other",0
"2091","Organ Donor","Obstruc./Anatomical/Med/Other",0
"2092","Organ Retrieval","Obstruc./Anatomical/Med/Other",0
"2093","Other Cardiac","Obstruc./Anatomical/Med/Other",0
"2094","Other Medical/Trauma","Obstruc./Anatomical/Med/Other",0
"2095","Palpitations","Obstruc./Anatomical/Med/Other",0
